,index,name,videoName,frameIndex,id,category,attributes.crowd,attributes.occluded,attributes.truncated,box2d.x1,box2d.x2,box2d.y1,box2d.y2,haveVideo
165,271861,0001542f-7c670be8-0000025.jpg,0001542f-7c670be8,24,72155.0,car,False,True,False,561.1204409406176,721.6572384670545,348.6064855390009,433.4570950521871,True
166,271862,0001542f-7c670be8-0000025.jpg,0001542f-7c670be8,24,72156.0,car,False,True,False,498.8762799058672,565.6748917480385,352.29712361096057,411.5049841074306,True
167,271863,0001542f-7c670be8-0000025.jpg,0001542f-7c670be8,24,72154.0,car,False,True,True,375.9061081055064,514.0577825972697,343.18822199611907,446.4224402976565,True
168,271864,0001542f-7c670be8-0000025.jpg,0001542f-7c670be8,24,72160.0,car,False,True,False,38.87674835636934,157.2924693493094,365.9604760332229,455.5313419124981,True
169,271865,0001542f-7c670be8-0000025.jpg,0001542f-7c670be8,24,72153.0,car,False,True,False,342.2771093936738,383.0706716596287,377.16197912516935,421.2190263724007,True
170,271866,0001542f-7c670be8-0000026.jpg,0001542f-7c670be8,25,72158.0,car,False,False,False,1250.3606631302944,1279.8006768852365,334.0793203812775,403.9142327617293,True
171,271867,0001542f-7c670be8-0000026.jpg,0001542f-7c670be8,25,72159.0,car,False,True,False,805.542634272199,1053.001128142061,329.52486957385673,429.7227873371137,True
172,271868,0001542f-7c670be8-0000026.jpg,0001542f-7c670be8,25,72155.0,car,False,True,False,620.4892040474863,796.7173930364115,338.8160305951717,431.8253525615489,True
173,271869,0001542f-7c670be8-0000026.jpg,0001542f-7c670be8,25,72156.0,car,False,True,False,553.5296895949164,624.8827522445084,346.2245225343996,397.8416316851683,True
174,271870,0001542f-7c670be8-0000026.jpg,0001542f-7c670be8,25,72154.0,car,False,True,True,435.1139686019764,588.4471457851423,334.0793203812775,437.31353868281496,True
175,271871,0001542f-7c670be8-0000026.jpg,0001542f-7c670be8,25,72160.0,car,False,True,False,93.5301580454186,205.8732779617976,361.4060252258021,443.386139759376,True
176,271872,0001542f-7c670be8-0000026.jpg,0001542f-7c670be8,25,72161.0,car,False,True,True,0.0,66.20345320089396,361.4060252258021,408.4686835691501,True
177,271873,0001542f-7c670be8-0000026.jpg,0001542f-7c670be8,25,72153.0,car,False,True,False,402.6515815472871,439.3657875866465,365.739781690702,409.7968289379333,True
178,271874,0001542f-7c670be8-0000027.jpg,0001542f-7c670be8,26,72159.0,car,False,True,False,837.4237899241444,1125.8723410607931,314.3433668824542,435.7953884136747,True
179,271875,0001542f-7c670be8-0000027.jpg,0001542f-7c670be8,26,72155.0,car,False,True,False,664.3546592421552,855.6415931538276,330.65731814198074,425.1683365296929,True
180,271876,0001542f-7c670be8-0000027.jpg,0001542f-7c670be8,26,72156.0,car,False,True,False,608.1830992839657,678.0180116644175,332.56117011213723,384.178279262906,True
181,271877,0001542f-7c670be8-0000027.jpg,0001542f-7c670be8,26,72154.0,car,False,True,True,477.6221761379036,630.9553533210695,326.48856903557623,429.7227873371137,True
182,271878,0001542f-7c670be8-0000027.jpg,0001542f-7c670be8,26,72160.0,car,False,True,False,140.59281638876655,251.4177860360053,353.81527388010085,443.386139759376,True
183,271879,0001542f-7c670be8-0000027.jpg,0001542f-7c670be8,26,72161.0,car,False,True,False,54.05825104777191,120.85686288994322,361.4060252258021,408.4686835691501,True
184,271880,0001542f-7c670be8-0000027.jpg,0001542f-7c670be8,26,72153.0,car,False,True,False,444.2610150585611,480.9752210979205,360.8445542187874,404.9016014660187,True
185,271881,0001542f-7c670be8-0000028.jpg,0001542f-7c670be8,27,72159.0,car,False,True,False,872.3412461143704,1180.5257507498425,300.68001446019184,435.7953884136747,True
186,271882,0001542f-7c670be8-0000028.jpg,0001542f-7c670be8,27,72155.0,car,False,True,False,690.1632138175395,883.1997450402359,316.78750697155607,425.1683365296929,True
187,271883,0001542f-7c670be8-0000028.jpg,0001542f-7c670be8,27,72156.0,car,False,True,False,633.99165385935,705.344716508942,321.93411822815546,376.5875279172047,True
188,271884,0001542f-7c670be8-0000028.jpg,0001542f-7c670be8,27,72154.0,car,False,True,True,503.430730713288,670.4272603187162,308.2707658058932,423.6501862605527,True
189,271885,0001542f-7c670be8-0000028.jpg,0001542f-7c670be8,27,72160.0,car,False,True,False,159.05852975627903,272.92805354155047,342.4859429722979,436.7205800334635,True
190,271886,0001542f-7c670be8-0000028.jpg,0001542f-7c670be8,27,72161.0,car,False,True,False,81.38495589229653,142.1109666579068,349.26082307268007,400.8779322234488,True
191,271887,0001542f-7c670be8-0000028.jpg,0001542f-7c670be8,27,72153.0,car,False,True,False,467.1054099274958,506.2672297028126,353.50171301091547,395.1111465221895,True
192,271888,0001542f-7c670be8-0000029.jpg,0001542f-7c670be8,28,72159.0,car,False,True,False,904.2224017663158,1204.8161550560865,309.03777922430925,435.7953884136747,True
193,271889,0001542f-7c670be8-0000029.jpg,0001542f-7c670be8,28,72155.0,car,False,True,False,709.419169787268,902.7042514971756,318.4192494621943,423.6666401083579,True
194,271890,0001542f-7c670be8-0000029.jpg,0001542f-7c670be8,28,72156.0,car,False,True,False,647.6550062816124,722.0443694694849,321.93411822815546,376.5875279172047,True
195,271891,0001542f-7c670be8-0000029.jpg,0001542f-7c670be8,28,72154.0,car,False,True,True,511.0214820589893,678.0180116644175,308.2707658058932,423.6501862605527,True
196,271892,0001542f-7c670be8-0000029.jpg,0001542f-7c670be8,28,72160.0,car,False,True,False,166.4013709641509,281.78079141881045,335.5974706504178,428.2046370679734,True
197,271893,0001542f-7c670be8-0000029.jpg,0001542f-7c670be8,28,72161.0,car,False,True,True,0.0,142.1109666579068,338.6337711886983,400.8779322234488,True
198,271894,0001542f-7c670be8-0000029.jpg,0001542f-7c670be8,28,72153.0,car,False,True,False,476.89586487132505,518.505298382599,351.0540992749582,391.8476615409131,True
199,271895,0001542f-7c670be8-0000030.jpg,0001542f-7c670be8,29,72159.0,car,False,True,False,913.3313033811572,1219.9976577474893,300.68001446019184,435.7953884136747,True
200,271896,0001542f-7c670be8-0000030.jpg,0001542f-7c670be8,29,72155.0,car,False,True,False,706.6228680135349,902.7042514971756,324.130348179428,428.97193912644616,True
201,271897,0001542f-7c670be8-0000030.jpg,0001542f-7c670be8,29,72156.0,car,False,True,False,644.6187057433319,719.0080689312044,326.48856903557623,381.1419787246255,True
202,271898,0001542f-7c670be8-0000030.jpg,0001542f-7c670be8,29,72154.0,car,False,True,True,509.50333178984897,684.0906127409785,309.78891607503346,425.1683365296929,True
203,271899,0001542f-7c670be8-0000030.jpg,0001542f-7c670be8,29,72160.0,car,False,True,False,166.4013709641509,277.2263406113897,343.18822199611907,428.2046370679734,True
204,271900,0001542f-7c670be8-0000030.jpg,0001542f-7c670be8,29,72161.0,car,False,True,True,0.0,142.1109666579068,343.9472971306892,396.323481416028,True
205,271901,0001542f-7c670be8-0000030.jpg,0001542f-7c670be8,29,72153.0,car,False,True,False,476.89586487132505,517.68942713728,353.50171301091547,396.7428890128277,True
206,271902,0001542f-7c670be8-0000031.jpg,0001542f-7c670be8,30,72159.0,car,False,True,False,913.3313033811572,1219.9976577474893,305.2344652676126,435.7953884136747,True
207,271903,0001542f-7c670be8-0000031.jpg,0001542f-7c670be8,30,72155.0,car,False,True,False,703.8265662398019,905.2282686638516,326.48856903557623,434.27296629750623,True
208,271904,0001542f-7c670be8-0000031.jpg,0001542f-7c670be8,30,72156.0,car,False,True,False,641.5824052050514,715.9717683929239,331.043019842997,385.69642953204624,True
209,271905,0001542f-7c670be8-0000031.jpg,0001542f-7c670be8,30,72154.0,car,False,True,True,509.50333178984897,684.0906127409785,309.78891607503346,435.7953884136747,True
210,271906,0001542f-7c670be8-0000031.jpg,0001542f-7c670be8,30,72160.0,car,False,True,False,152.7380185418886,277.2263406113897,343.18822199611907,428.2046370679734,True
211,271907,0001542f-7c670be8-0000031.jpg,0001542f-7c670be8,30,72161.0,car,False,True,False,81.38495589229653,142.1109666579068,349.26082307268007,391.7690306086072,True
212,271908,0001542f-7c670be8-0000031.jpg,0001542f-7c670be8,30,72153.0,car,False,True,False,473.63237989004864,510.346585929408,357.581069237511,402.4539877300614,True
213,271909,0001542f-7c670be8-0000032.jpg,0001542f-7c670be8,31,72159.0,car,False,True,False,902.7042514971756,1210.8887561326476,315.97163572623697,452.4950413742175,True
214,271910,0001542f-7c670be8-0000032.jpg,0001542f-7c670be8,31,72155.0,car,False,True,False,697.2788705824156,901.9647836825752,328.5954061070397,438.3523225241017,True
215,271911,0001542f-7c670be8-0000032.jpg,0001542f-7c670be8,31,72156.0,car,False,True,False,633.9916538593501,708.3810170472226,334.0793203812775,388.73273007032674,True
216,271912,0001542f-7c670be8-0000032.jpg,0001542f-7c670be8,31,72154.0,car,False,True,True,495.8399793675866,662.8365089730149,309.78891607503346,435.7953884136747,True
217,271913,0001542f-7c670be8-0000032.jpg,0001542f-7c670be8,31,72160.0,car,False,True,False,134.52021531220552,257.49038711256634,343.18822199611907,428.2046370679734,True
218,271914,0001542f-7c670be8-0000032.jpg,0001542f-7c670be8,31,72161.0,car,False,True,False,63.167152662613454,128.4476142356445,349.26082307268007,391.7690306086072,True
219,271915,0001542f-7c670be8-0000032.jpg,0001542f-7c670be8,31,72153.0,car,False,True,False,462.2101824555813,498.9243884949407,360.0286829734683,404.0857302206996,True
220,271916,0001542f-7c670be8-0000033.jpg,0001542f-7c670be8,32,72159.0,car,False,True,False,890.5425862481078,1201.779854517806,316.78750697155607,450.9768911050773,True
221,271917,0001542f-7c670be8-0000033.jpg,0001542f-7c670be8,32,72155.0,car,False,True,False,685.6087630101188,889.7267150027886,326.57796191538523,436.7205800334635,True
222,271918,0001542f-7c670be8-0000033.jpg,0001542f-7c670be8,32,72156.0,car,False,True,False,617.2920008988073,691.6813640866798,335.5974706504178,390.250880339467,True
223,271919,0001542f-7c670be8-0000033.jpg,0001542f-7c670be8,32,72154.0,car,False,True,True,480.6584766761841,652.2094570890331,309.78891607503346,443.386139759376,True
224,271920,0001542f-7c670be8-0000033.jpg,0001542f-7c670be8,32,72160.0,car,False,True,False,113.26611154424192,240.7907341520235,343.18822199611907,432.7590878753942,True
225,271921,0001542f-7c670be8-0000033.jpg,0001542f-7c670be8,32,72161.0,car,False,True,False,43.43119916379011,108.71166073682116,349.26082307268007,391.7690306086072,True
226,271922,0001542f-7c670be8-0000033.jpg,0001542f-7c670be8,32,72153.0,car,False,True,False,445.0768863038802,485.8704485698351,357.581069237511,407.349215201976,True
227,271923,0001542f-7c670be8-0000034.jpg,0001542f-7c670be8,33,72159.0,car,False,True,False,869.3049455760898,1169.8986988658608,321.93411822815546,455.5313419124981,True
228,271924,0001542f-7c670be8-0000034.jpg,0001542f-7c670be8,33,72155.0,car,False,True,False,659.8002084347344,882.3838737949168,333.92080312325714,439.1681937694208,True
229,271925,0001542f-7c670be8-0000034.jpg,0001542f-7c670be8,33,72156.0,car,False,True,False,588.4471457851424,662.8365089730149,337.11562091955807,391.7690306086073,True
230,271926,0001542f-7c670be8-0000034.jpg,0001542f-7c670be8,33,72154.0,car,False,True,True,453.33177183165947,626.4009025136487,314.3433668824542,443.386139759376,True
231,271927,0001542f-7c670be8-0000034.jpg,0001542f-7c670be8,33,72160.0,car,False,True,False,67.72160347003422,202.83697742351703,349.26082307268007,441.8679894902357,True
232,271928,0001542f-7c670be8-0000034.jpg,0001542f-7c670be8,33,72161.0,car,False,True,True,3.036300538280514,68.31676211131156,350.77897334182035,393.2871808777475,True
233,271929,0001542f-7c670be8-0000034.jpg,0001542f-7c670be8,33,72153.0,car,False,True,False,415.7055214723927,452.41972751175206,364.9239104453829,408.9809576926141,True
234,271930,0001542f-7c670be8-0000035.jpg,0001542f-7c670be8,34,72159.0,car,False,True,True,839.1426977930046,1113.2754362202215,324.970418766436,448.1427774679309,True
235,271931,0001542f-7c670be8-0000035.jpg,0001542f-7c670be8,34,72162.0,car,False,True,True,1223.0339582857696,1279.8006768852365,334.0793203812775,411.5049841074306,True
236,271932,0001542f-7c670be8-0000035.jpg,0001542f-7c670be8,34,72155.0,car,False,True,False,613.9622340849335,817.114174169389,338.00015934985265,439.1681937694208,True
237,271933,0001542f-7c670be8-0000035.jpg,0001542f-7c670be8,34,72156.0,car,False,True,False,544.4207879800749,618.8101511679474,344.70637226525935,399.3597819543086,True
238,271934,0001542f-7c670be8-0000035.jpg,0001542f-7c670be8,34,72154.0,car,False,True,True,405.9150665285635,562.5623456298304,321.6827344434707,448.1427774679309,True
239,271935,0001542f-7c670be8-0000035.jpg,0001542f-7c670be8,34,72160.0,car,False,True,False,14.58634405012524,149.70171800360808,355.3334241492411,447.9405905667968,True
240,271936,0001542f-7c670be8-0000035.jpg,0001542f-7c670be8,34,72153.0,car,False,True,False,370.8326029798423,405.9150665285635,370.6350091626165,413.8761851645288,True
241,271937,0001542f-7c670be8-0000036.jpg,0001542f-7c670be8,35,72159.0,car,False,True,True,767.346028204924,1047.1898653493747,337.115620919558,450.59039120388815,True
242,271938,0001542f-7c670be8-0000036.jpg,0001542f-7c670be8,35,72162.0,car,False,True,True,1150.1627453670374,1279.8006768852365,324.970418766436,420.6138857222721,True
243,271939,0001542f-7c670be8-0000036.jpg,0001542f-7c670be8,35,72155.0,car,False,True,False,539.7179507608956,752.6603457891802,342.8953868217672,450.59039120388815,True
244,271940,0001542f-7c670be8-0000036.jpg,0001542f-7c670be8,35,72156.0,car,False,True,False,480.65847667618414,555.0478398640566,350.7789733418204,405.4323830308696,True
245,271941,0001542f-7c670be8-0000036.jpg,0001542f-7c670be8,35,72154.0,car,False,True,True,325.8071492238779,504.9488809824282,329.52486957385673,466.1583937964799,True
246,271942,0001542f-7c670be8-0000036.jpg,0001542f-7c670be8,35,72160.0,car,False,True,True,0.0,55.57640131691217,359.8878749566619,452.4950413742176,True
247,271943,0001542f-7c670be8-0000036.jpg,0001542f-7c670be8,35,72153.0,car,False,True,False,297.40419090112346,330.03904071388735,380.4254641064457,418.77141263644336,True
248,271944,0001542f-7c670be8-0000037.jpg,0001542f-7c670be8,36,72159.0,car,False,True,True,671.8890925025895,943.6943087639625,341.6700717269788,446.4224402976565,True
249,271945,0001542f-7c670be8-0000037.jpg,0001542f-7c670be8,36,72162.0,car,False,True,False,1037.8196254506584,1270.0966166291175,315.8615171515944,423.6501862605527,True
250,271946,0001542f-7c670be8-0000037.jpg,0001542f-7c670be8,36,72155.0,car,False,True,False,439.3657875866465,650.676440124293,350.2382280296391,451.4062624492073,True
251,271947,0001542f-7c670be8-0000037.jpg,0001542f-7c670be8,36,72156.0,car,False,True,False,368.3153567598051,456.36807236994,356.85157441838135,414.54128464571113,True
252,271948,0001542f-7c670be8-0000037.jpg,0001542f-7c670be8,36,72154.0,car,False,True,True,204.35512769265733,406.2691134883115,329.52486957385673,466.1583937964799,True
253,271949,0001542f-7c670be8-0000037.jpg,0001542f-7c670be8,36,72153.0,car,False,True,False,180.7346028204924,215.0011951238945,382.0572065970839,421.2190263724007,True
254,271950,0001542f-7c670be8-0000038.jpg,0001542f-7c670be8,37,72159.0,car,False,True,True,557.6671181579158,830.9839853398137,341.6700717269788,446.5110349772927,True
255,271951,0001542f-7c670be8-0000038.jpg,0001542f-7c670be8,37,72162.0,car,False,True,False,937.6217076874012,1116.7634394459517,324.970418766436,423.6501862605527,True
256,271952,0001542f-7c670be8-0000038.jpg,0001542f-7c670be8,37,72163.0,car,False,False,True,1200.261704248666,1279.8006768852365,331.043019842997,425.1683365296929,True
257,271953,0001542f-7c670be8-0000038.jpg,0001542f-7c670be8,37,72155.0,car,False,True,False,316.69824760903634,533.1909807983428,355.3334241492411,461.19671739303647,True
258,271954,0001542f-7c670be8-0000038.jpg,0001542f-7c670be8,37,72156.0,car,False,True,False,255.79475738984945,345.54310272270124,353.50171301091547,417.1396701458052,True
259,271955,0001542f-7c670be8-0000038.jpg,0001542f-7c670be8,37,72154.0,car,False,True,True,55.57640131691217,272.6718898039689,329.52486957385673,484.3761970261629,True
260,271956,0001542f-7c670be8-0000038.jpg,0001542f-7c670be8,37,72153.0,car,False,True,False,33.87777866305474,62.43327224922317,384.5048203330412,426.9301250896343,True
261,271957,0001542f-7c670be8-0000039.jpg,0001542f-7c670be8,38,72159.0,car,False,True,True,424.6801051709027,706.1556848059917,341.6700717269788,466.091944864951,True
262,271958,0001542f-7c670be8-0000039.jpg,0001542f-7c670be8,38,72162.0,car,False,True,False,810.0970850796198,986.2025162998896,324.970418766436,423.6501862605527,True
263,271959,0001542f-7c670be8-0000039.jpg,0001542f-7c670be8,38,72163.0,car,False,False,False,1059.073729218622,1169.5705521472394,331.043019842997,429.3777388255916,True
264,271960,0001542f-7c670be8-0000039.jpg,0001542f-7c670be8,38,72155.0,car,False,True,False,163.60130666879135,395.3087403394152,350.2382280296391,483.2252410166521,True
265,271961,0001542f-7c670be8-0000039.jpg,0001542f-7c670be8,38,72156.0,car,False,True,False,95.04830831455888,185.629830292407,352.2971236109605,423.6666401083579,True
266,271962,0001542f-7c670be8-0000039.jpg,0001542f-7c670be8,38,72154.0,car,False,True,True,0.0,102.63905966026012,329.52486957385673,484.3761970261629,True
267,271963,0001542f-7c670be8-0000040.jpg,0001542f-7c670be8,39,72159.0,car,False,True,True,263.1375985977213,561.7464743845112,353.50171301091547,480.7776272806948,True
268,271964,0001542f-7c670be8-0000040.jpg,0001542f-7c670be8,39,72162.0,car,False,True,False,670.4272603187162,845.0145412698457,331.043019842997,435.7953884136747,True
269,271965,0001542f-7c670be8-0000040.jpg,0001542f-7c670be8,39,72163.0,car,False,False,False,911.8131531120172,1021.1199724901156,340.15192145783857,434.27723814453446,True
270,271966,0001542f-7c670be8-0000040.jpg,0001542f-7c670be8,39,72155.0,car,False,True,True,0.0,219.08055135049003,361.4060252258021,485.6728547526094,True
271,271967,0001542f-7c670be8-0000041.jpg,0001542f-7c670be8,40,72159.0,car,False,True,False,11.200263629680592,388.3148393222607,341.07916823503257,499.465990811211,True
272,271968,0001542f-7c670be8-0000041.jpg,0001542f-7c670be8,40,72163.0,car,False,False,False,778.2159294276745,864.750494768669,352.2971236109606,440.34983922109546,True
273,271969,0001542f-7c670be8-0000041.jpg,0001542f-7c670be8,40,72164.0,car,False,True,False,515.2669803801952,654.9143355439231,365.2594416928231,455.9395424484906,True
274,271970,0001542f-7c670be8-0000042.jpg,0001542f-7c670be8,41,72159.0,car,False,True,True,1.242928850290813,199.49964146283168,343.7112580670863,492.19982471516215,True
275,271971,0001542f-7c670be8-0000042.jpg,0001542f-7c670be8,41,72163.0,car,False,False,False,641.5824052050514,717.4899186620642,341.6700717269788,414.54128464571113,True
276,271972,0001542f-7c670be8-0000042.jpg,0001542f-7c670be8,41,72164.0,car,False,True,False,355.6700030502203,482.6221441081549,367.0730437079365,443.24432834269714,True
277,271973,0001542f-7c670be8-0000043.jpg,0001542f-7c670be8,42,72163.0,car,False,False,False,473.06772533048286,548.9752387874956,338.6337711886983,411.5049841074306,True
278,271974,0001542f-7c670be8-0000043.jpg,0001542f-7c670be8,42,72164.0,car,False,True,False,190.63221967490543,308.5163506572733,358.00503363236976,435.98992028224376,True
279,271975,0001542f-7c670be8-0000044.jpg,0001542f-7c670be8,43,72163.0,car,False,False,False,290.88969303365207,366.7972064906649,344.7063722652593,417.5775851839916,True
280,271976,0001542f-7c670be8-0000044.jpg,0001542f-7c670be8,43,72164.0,car,False,True,True,0.0,99.95211891923805,347.12342154168965,425.1083081915637,True
281,271977,0001542f-7c670be8-0000045.jpg,0001542f-7c670be8,44,72163.0,car,False,False,False,70.75790400831485,146.66541746532764,344.7063722652593,417.5775851839916,True
282,271978,0001542f-7c670be8-0000046.jpg,0001542f-7c670be8,45,72165.0,car,False,False,False,1112.2089886385309,1183.562051288123,370.5149268406437,409.9868338382904,True
283,271979,0001542f-7c670be8-0000047.jpg,0001542f-7c670be8,46,72165.0,car,False,False,False,946.7306093022428,1010.4929206061336,361.4060252258022,400.87793222344885,True
284,271980,0001542f-7c670be8-0000048.jpg,0001542f-7c670be8,47,72165.0,car,False,False,False,810.0970850796198,861.7141942303886,365.96047603322296,396.323481416028,True
285,271981,0001542f-7c670be8-0000049.jpg,0001542f-7c670be8,48,72165.0,car,False,False,False,691.6813640866798,743.2984732374485,365.96047603322296,396.323481416028,True
286,271982,0001542f-7c670be8-0000049.jpg,0001542f-7c670be8,48,72166.0,car,False,False,False,750.2127320532229,779.7340796968147,364.9239104453829,384.178279262906,True
287,271983,0001542f-7c670be8-0000050.jpg,0001542f-7c670be8,49,72165.0,car,False,False,False,599.074197669124,650.6913068198928,361.4060252258022,391.7690306086072,True
288,271984,0001542f-7c670be8-0000050.jpg,0001542f-7c670be8,49,72167.0,pedestrian,False,False,False,810.0970850796198,832.8693391167236,349.26082307268007,394.8053311468878,True
289,271985,0001542f-7c670be8-0000050.jpg,0001542f-7c670be8,49,72166.0,car,False,False,False,656.7639078964538,688.6450635483992,361.4060252258021,379.6238284554853,True
290,271986,0001542f-7c670be8-0000051.jpg,0001542f-7c670be8,50,72165.0,car,False,False,False,529.2392852886721,576.3019436320203,358.3697246875217,396.323481416028,True
291,271987,0001542f-7c670be8-0000051.jpg,0001542f-7c670be8,50,72167.0,pedestrian,False,False,False,743.2984732374485,766.0707272745524,341.6700717269788,387.2145798011865,True
292,271988,0001542f-7c670be8-0000051.jpg,0001542f-7c670be8,50,72166.0,car,False,False,False,593.5654529519561,615.5939765755717,360.8445542187874,379.60959286112666,True
293,271989,0001542f-7c670be8-0000052.jpg,0001542f-7c670be8,51,72165.0,car,False,False,False,477.6221761379034,529.2392852886722,353.81527388010096,396.323481416028,True
294,271990,0001542f-7c670be8-0000052.jpg,0001542f-7c670be8,51,72167.0,pedestrian,False,False,False,702.3084159706616,719.0080689312044,340.1519214578385,387.2145798011865,True
295,271991,0001542f-7c670be8-0000052.jpg,0001542f-7c670be8,51,72166.0,car,False,False,False,542.1655644968529,569.0893155923832,357.581069237511,374.7143653892121,True
296,271992,0001542f-7c670be8-0000053.jpg,0001542f-7c670be8,52,72165.0,car,False,False,False,436.63211887111646,492.8036788293061,347.74267280354,391.7690306086072,True
297,271993,0001542f-7c670be8-0000053.jpg,0001542f-7c670be8,52,72167.0,pedestrian,False,False,False,676.4998613952772,693.19951435582,334.0793203812775,381.1419787246255,True
298,271994,0001542f-7c670be8-0000053.jpg,0001542f-7c670be8,52,72166.0,car,False,False,False,514.0577825972697,533.1909807983428,351.0540992749582,367.4786263023632,True
299,271995,0001542f-7c670be8-0000054.jpg,0001542f-7c670be8,53,72165.0,car,False,False,False,404.7509632191711,477.6221761379036,340.1519214578387,390.250880339467,True
300,271996,0001542f-7c670be8-0000054.jpg,0001542f-7c670be8,53,72167.0,pedestrian,False,False,False,662.8365089730149,679.5361619335578,326.48856903557623,373.5512273789242,True
301,271997,0001542f-7c670be8-0000054.jpg,0001542f-7c670be8,53,72166.0,car,False,False,False,494.3218290984464,516.0576846466417,346.1588718030436,361.4060252258021,True
302,271998,0001542f-7c670be8-0000055.jpg,0001542f-7c670be8,54,72165.0,car,False,False,False,381.9787091820672,453.33177183165947,341.67007172697896,400.8779322234488,True
303,271999,0001542f-7c670be8-0000055.jpg,0001542f-7c670be8,54,72167.0,pedestrian,False,False,False,656.7639078964538,678.0180116644175,329.52486957385673,379.6238284554853,True
304,272000,0001542f-7c670be8-0000055.jpg,0001542f-7c670be8,54,72166.0,car,False,False,False,484.6079883736497,506.87662678906906,350.9961578811336,369.02315088409216,True
305,272001,0001542f-7c670be8-0000056.jpg,0001542f-7c670be8,55,72165.0,car,False,False,False,359.20645514496334,435.1139686019764,344.70637226525946,411.5049841074306,True
306,272002,0001542f-7c670be8-0000056.jpg,0001542f-7c670be8,55,72168.0,car,False,True,False,430.5595177945556,451.603856266433,359.88787495666185,396.7428890128277,True
307,272003,0001542f-7c670be8-0000056.jpg,0001542f-7c670be8,55,72167.0,pedestrian,False,False,False,653.7276073581734,671.9454105878565,331.043019842997,385.69642953204624,True
308,272004,0001542f-7c670be8-0000056.jpg,0001542f-7c670be8,55,72166.0,car,False,False,False,474.4482511353677,496.0150375939849,357.581069237511,376.24060150375936,True
309,272005,0001542f-7c670be8-0000057.jpg,0001542f-7c670be8,56,72165.0,car,False,False,False,336.43420110785945,422.9687664488543,340.1519214578387,411.5049841074306,True
310,272006,0001542f-7c670be8-0000057.jpg,0001542f-7c670be8,56,72168.0,car,False,True,False,415.7055214723927,445.0768863038802,358.3969404828301,395.1111465221895,True
311,272007,0001542f-7c670be8-0000057.jpg,0001542f-7c670be8,56,72167.0,pedestrian,False,False,False,653.1240538602502,675.1525774838659,329.02557565134254,385.3206915783603,True
312,272008,0001542f-7c670be8-0000057.jpg,0001542f-7c670be8,56,72166.0,car,False,False,False,473.0075187969924,489.1339335511115,353.50171301091547,370.6350091626165,True
313,272009,0001542f-7c670be8-0000058.jpg,0001542f-7c670be8,57,72165.0,car,False,False,False,318.2163978781764,415.378015103153,338.6337711886984,420.6138857222721,True
314,272010,0001542f-7c670be8-0000058.jpg,0001542f-7c670be8,57,72168.0,car,False,True,False,409.994422755159,442.7047199476776,353.50171301091547,393.2871808777475,True
315,272011,0001542f-7c670be8-0000058.jpg,0001542f-7c670be8,57,72167.0,pedestrian,False,False,False,664.3546592421551,687.126913279259,321.9341182281555,385.69642953204624,True
316,272012,0001542f-7c670be8-0000058.jpg,0001542f-7c670be8,57,72166.0,car,False,False,False,474.4482511353677,496.47677475898337,352.6858417655964,372.26675165325474,True
317,272013,0001542f-7c670be8-0000059.jpg,0001542f-7c670be8,58,72165.0,car,False,False,False,304.7470321089953,412.3417145648725,347.7906142936818,431.0094813162298,True
318,272014,0001542f-7c670be8-0000059.jpg,0001542f-7c670be8,58,72168.0,car,False,True,False,403.4674527926062,442.7047199476776,357.581069237511,400.8779322234488,True
319,272015,0001542f-7c670be8-0000059.jpg,0001542f-7c670be8,58,72167.0,pedestrian,False,False,False,679.5361619335578,703.8265662398019,323.45226849729573,393.2871808777475,True
320,272016,0001542f-7c670be8-0000059.jpg,0001542f-7c670be8,58,72166.0,car,False,False,False,482.4812030075188,503.0037447215362,355.9493267468728,375.5302366345312,True
321,272017,0001542f-7c670be8-0000060.jpg,0001542f-7c670be8,59,72165.0,car,False,False,False,272.6718898039688,400.19651241175046,350.77897334182046,446.4224402976565,True
322,272018,0001542f-7c670be8-0000060.jpg,0001542f-7c670be8,59,72168.0,car,False,True,False,392.86112660345793,442.7047199476776,362.4762967094256,411.5049841074306,True
323,272019,0001542f-7c670be8-0000060.jpg,0001542f-7c670be8,59,72167.0,pedestrian,False,False,False,696.2358148941005,720.5262192003446,323.45226849729573,393.2871808777475,True
324,272020,0001542f-7c670be8-0000060.jpg,0001542f-7c670be8,59,72166.0,car,False,False,False,489.1339335511115,510.9022556390977,360.0286829734683,378.9473684210526,True
325,272021,0001542f-7c670be8-0000061.jpg,0001542f-7c670be8,60,72165.0,car,False,False,False,224.09108119148053,383.4968594512076,346.2245225343997,454.0131916433578,True
326,272022,0001542f-7c670be8-0000061.jpg,0001542f-7c670be8,60,72168.0,car,False,True,False,378.9424086437869,439.66841940939713,359.88787495666185,416.05943491485135,True
327,272023,0001542f-7c670be8-0000061.jpg,0001542f-7c670be8,60,72167.0,pedestrian,False,False,False,715.9717683929239,740.262172699168,318.89781768987496,388.73273007032674,True
328,272024,0001542f-7c670be8-0000061.jpg,0001542f-7c670be8,60,72166.0,car,False,False,False,494.02916102302606,518.505298382599,357.581069237511,377.16197912516935,True
329,272025,0001542f-7c670be8-0000062.jpg,0001542f-7c670be8,61,72165.0,car,False,False,False,145.14726719618722,350.097553530122,350.77897334182046,485.8943472953032,True
